3	2708044	3208044
3	3722896	4223571
3	7731422	8231422
3	8721710	9221710
3	14653960	15153960
3	22208328	22708581
3	36251939	36751939
3	41337736	41842024
3	44965141	45467568
3	56507528	57007528
3	60944630	61444630
3	73648863	74148863
3	94903561	95428221
3	98478309	99005371
3	102727983	103227983
3	103695035	104668024
3	105785097	106612726
3	122052254	122552254
3	125700236	126200236
3	129411843	129914970
3	143428330	143928330
3	144793291	145293291
3	148373451	148873451
3	152069954	152569954
3	153431307	153931307
3	163842625	164366704
3	165207743	166104648
3	166294771	166794771
3	185012999	185512999
3	190269562	190769562
3	191050672	191550672
3	192337895	192837895
3	194083548	194583548
