10	2827257	3327270
10	6763281	7263281
10	9264887	9768670
10	15340969	15840969
10	24409263	24909263
10	25343349	25898263
10	25934344	26594103
10	27256773	27756773
10	29591407	30091440
10	54880065	55380065
10	55567673	56067673
10	58298623	58798623
10	59045237	60529701
10	62373360	62873360
10	67028595	67529509
10	84974231	85474231
10	95348687	95855830
10	106786617	107286617
10	115075092	115575092
10	118005747	118509283
10	123523827	124132534
10	125425414	125925414
10	126866552	127948161
10	129261680	129766616
10	132034225	132534225
10	132633127	133332602
10	133669705	134169705
