4	801845	1301845
4	1939687	2622929
4	3581941	5967229
4	6966154	7466154
4	10478759	10978759
4	11837957	12341911
4	17443079	17943079
4	31950878	32896855
4	35262775	35762775
4	37511881	38011881
4	38703755	39203755
4	42427212	43404744
4	46505304	47005304
4	55787628	56397967
4	57448600	59529374
4	59703267	60203267
4	61562912	62062912
4	69103791	69603791
4	69770454	70657784
4	70860866	71636175
4	73248041	73748041
4	75520514	76451612
4	76791727	77325845
4	77965282	78507691
4	78786353	79707056
4	83412037	83912037
4	95516650	96027866
4	96505508	97005508
4	97927961	98429053
4	106653763	107153763
4	115128668	115634571
4	116123510	116623510
4	131366770	132049296
4	137704098	138412762
4	141666900	142171518
4	142788810	143289478
4	144248455	145168152
4	146349697	146849697
4	148268052	148768052
4	161781025	162477322
4	165236233	166003488
4	166100327	166990488
4	170594105	171094105
4	171333722	171833722
4	171886342	172386342
4	178505184	179005184
4	179269112	179769112
4	179819715	180319715
4	181824429	182324429
4	184215771	184715771
4	185389762	185898997
4	189253154	189753154
