5	2002174	2602340
5	3752693	4446037
5	5763931	6266719
5	7767470	8274003
5	8489932	8989932
5	16399258	17441835
5	18222345	18722345
5	23118546	23623708
5	23871480	24371480
5	26565983	27065983
5	29387400	29887695
5	73591665	74091665
5	84198958	84698958
5	91305338	91805338
5	100715589	101215589
5	101775214	102275214
5	108357038	108857038
5	114739301	115239301
5	121005247	121505247
5	124938051	125438051
5	128032115	128820664
5	146393213	146893213
5	149974952	150474952
5	151224693	151724693
5	157270824	157770824
5	158869145	159369145
5	162392524	162895158
5	164830425	165330425
5	171282333	171782333
5	174407615	174907615
5	178391578	179162416
